title,year,conference
 Sylvester Nor-malizing Flows for Variational Inference,2018, Conference on Uncertainty in Artificial Intelligence(UAI)
 Trivializations for Gradient-Based Optimization on Manifolds,2019, In NeurIPS
 NICE: non-linear independent components esti-mation,2015, In ICLR
 Density Estimation using Real NVP,2017, InICLR
 Flow++: Improving flow-based generative models with variational dequantization and architecture design,2019, In ICML
 Emerging Convolutions for GenerativeNormalizing Flows,2019, In ICML
 Adam: A Method for Stochastic Optimization,2015, In ICLR
 Smooth Manifolds,2013, In Introduction to Smooth Manifolds
 Cheap Orthogonal Constraints in Neural Net-works: A Simple Parametrization of the Orthogonal and Unitary Group,2019, ICML
 CWY Parametriza-tion for Scalable Learning of Orthogonal and Stiefel Matrices,2020, arXiv preprint arXiv:2004
 Faster Orthogonal Parameterization with Householder Matrices,2020, In ICML
 Efficient OrthogonalParametrisation of Recurrent Neural Networks Using Householder Reflections,2017, In ICML
 Spectral Normalizationfor Generative Adversarial Networks,2018, In ICLR
 Automatic Differentiation inPyTorch,2017, 2017
 Improving Variational Auto-Encoders using HouseholderFlow,2016, arXiv preprint arXiv:1611
 Stabilizing Gradients for Deep Neural Networks viaEfficient SVD Parameterization,2018, In ICML
