title,year,conference
 Understanding and simplifying one-shot architecture search,2019, 2019
 Once for all: Train one network and specialize it for efficientdeployment,2019, arXiv preprint arXiv:1908
 Imagenet: A large-scalehierarchical image database,2009, In 2009 IEEE conference on computer vision and pattern recognition
 Singlepath one-shot neural architecture search with uniform sampling,2019, arXiv preprint arXiv:1904
 Searching for mobilenetv3,2019, InProceedings of the IEEE International Conference on Computer Vision
 Labeled faces in the wild: Adatabase forstudying face recognition in unconstrained environments,2008, 2008
 The megafacebenchmark: 1 million faces for recognition at scale,2016, In Proceedings of the IEEE conference oncomputer vision and pattern recognition
 Microsoft coco: Common objects in context,2014, In Europeanconference on computer vision
 Progressive neural architecture search,2018, In Proceedingsof the European Conference on Computer Vision (ECCV)
 Darts: Differentiable architecture search,2018, arXivpreprint arXiv:1806
 Search to distill: Pearls are everyWhere but not the eyes,2019, arXiv preprint arXiv:1911
 Semi-supervised neuralarchitecture search,2020, arXiv preprint arXiv:2002
 Regularized evolution for imageclassifier architecture search,2019, In Proceedings of the aaai conference on artificial intelligence
 Prioritized experience replay,2015, arXivpreprint arXiv:1511
 Proximal policyoptimization algorithms,2017, arXiv preprint arXiv:1707
 Efficientnet: Rethinking model scaling for convolutional neuralnetworks,2019, arXiv preprint arXiv:1905
 Mnasnet: Platform-aware neural architecture search for mobile,2019, In Proceedings of theIEEE Conference on Computer Vision and Pattern Recognition
 Neuralpredictor for neural architecture search,2019, arXiv preprint arXiv:1912
 Fbnet: Hardware-aware efficient convnet design viadifferentiable neural architecture search,2019, In Proceedings of the IEEE Conference on ComputerVision and Pattern Recognition
 Netadapt: Platform-aware neural network adaptation for mobile applications,2018, InProceedings of the European Conference on Computer Vision (ECCV)
 Spearman rank correlation,2005, Encyclopedia of Biostatistics
 Neural architecture search with reinforcement learning,2016, arXiv preprintarXiv:1611
 Learning transferable architecturesfor scalable image recognition,2018, In Proceedings of the IEEE conference on computer vision andpattern recognition
