title,year,conference
 Neocognitron: A hierarchical neural network capable of visual pattern recog-nition,1988, Neural networks
 Biologically feasible deep learningwith segregated dendrites,2016, arXiv preprint arXiv:1610
 How to do backpropagation in a brain,2007, In Invited talk at the NIPS2007 DeepLearning Workshop
 Learning representations by recirculation,1988, In Neuralinformation processing systems
 Imagenet classification with deep convo-Iutional neural networks,2012, In Advances in neural information processing Systems
 Deep learning,2015, Nature
 Playing atari with deep reinforcement learning,2013, arXiv preprintarXiv:1312
 Human-levelcontrol through deep reinforcement learning,2015, Nature
 Learning internal representationsby error propagation,1985, Technical report
 Masteringthe game of go with deep neural networks and tree search,2016, Nature
 Highway networks,2015, arXivpreprintarXiv:1505
 Using goal-driven deep learning models to understandsensory cortex,2016, Nature neuroscience
