title,year,conference
 Ranking via sinkhorn propagation,2011, arXiv:1106
 Learning to rank using gradient-descent,2005, In ICML
 DeepPermNet: VisualPermutation Learning,2017, In CVPR
 Generic Methods for Optimization-Based Modeling,2012, In AISTATS
 Convex relaxationsfor permutation problems,2013, In NIPS
 Understanding the difficulty of training deep feedforward neuralnetworks,2010, In AISTATS
 Deep residual learning for imagerecognition,2015, arXiv:1512
 Bilinear attention networks,2018, In NIPS
 Adam: A method for stochastic optimization,2015, In ICLR
 PointGrid: A Deep Network for 3D Shape Understanding,2018, In CVPR
 Learning Latent Permutationswith Gumbel-Sinkhorn Networks,2018, In ICLR
 Janossy pooling:Learning deep permutation-invariant functions for variable-size inputs,2019, In ICLR
 Unsupervised learning of visual representations by solving jigsawpuzzles,2016, In ECCV
 Quadratic programming with one negative eigenvalue isNP-hard,1991, J
 PointNet: Deep Learning on Point Setsfor 3D Classification and Segmentation,2017, In CVPR
 Learning to rank short text pairs with convolutional deepneural networks,2015, In SIGIR
 Pointer networks,2015, In NIPS
 Deep Sets,2017, In NIPS
