title,year,conference
 A modal-based real-time piano synthesizer,1558, IEEE Transactionson Audio
 Evaluation of multiple-f0 estimation andtracking systems,2009, In ISMIR
 The challenge of realistic musicgeneration: modelling raw audio at scale,2018, arXiv preprint arXiv:1806
 MAPS - A piano database formultipitch estimation and automatic transcription of music,2010, Research report
 An improved relative self-attention mech-anism for transformer with application to music generation,2018, arXiv preprint arXiv:1809
 Combining deep genera-tive raw audio models for structured automatic music,2018, In 19th International Society for MusicInformation Retrieval Conference
 librosa 0,2017,5
 Dynamic programming algorithm optimization for spoken wordrecognition,1978, IEEE transactions on acoustics
 Constant-q transform toolbox for music processing,2010, InProceedings of the 7th Sound and Music Computing Conference
 Learning features of music from scratch,2017, InInternational Conference on Learning Representations (ICLR)
 Fifty years ofartificial reverberation,2012, IEEE Transactions on Audio
 WaveNet: A generative modelfor raw audio,2016, In SSW
