title,year,conference
 Learning phrase representations using RNN encoder-decoder for statistical ma-chine translation,2014, CoRR
 Neuralmessage passing for quantum chemistry,2017, In ICML
 Relational inductive bias for physical construction in humans andmachines,2018, arXiv preprint arXiv:1806
 Rainbow: Combining improvements indeep reinforcement learning,2018, In AAAI
 Adam: A method for stochastic optimization,2014, CoRR
 Semi-supervised classification with graph convolutional net-works,2016, CoRR
 End-to-end training of deep visuo-motor policies,2016, In JMLR
 Gated graph sequence neuralnetworks,2016, In ICLR
 Human-levelcontrol through deep reinforcement learning,2015, In Nature
 Learning internal representationsby error propagation,1985, Technical report
 Prioritized experience replay,2016, InICLR
 Learning to predict by the methods of temporal differences,1988, In Machine learning
 Deep reinforcement learning with double q-learning,2016, In AAAI
 Attention is all you need,2017, In NIPS
 Graph attention networks,2018, In ICLR
 Nervenet: Learning structured policy withgraph neural networks,2018, In ICLR
