title,year,conference
 Introduction to informationretrieval,2008, An Introduction To Information Retrieval
 Ms-celeb-1m: A datasetand benchmark for large-scale face recognition,2016, In European Conference on Computer Vision
 Deep residual learning for image recog-nition,2015, 2015
 Face-voice matching using cross-modalembeddings,1011, In 2018 ACM Multimedia Conference on Multimedia Conference
 Squeeze-and-excitation networks,2018, In Proceedings of the IEEEconference on computer vision and pattern recognition
 Putting the face to thevoice’: Matching identity across modality,2003, Current Biology
 Deep speaker: an end-to-end neural speaker embedding system,2017, arXiv preprintarXiv:1705
 Sphereface: Deephypersphere embedding for face recognition,2017, In Proceedings of the IEEE conference on computervision and pattern recognition
 Voxceleb: a large-scale speaker identifi-cation dataset,2017, 2017
 Seeing voices and hearing faces: Cross-modal biometric matching,2018, In Proceedings of the IEEE conference on computer vision and patternrecognition
 Deep face recognition,2015, In bmvc
 Facenet: A unified embedding for facerecognition and clustering,2015, In Proceedings of the IEEE conference on computer vision and patternrecognition
 Concordant cuesin faces and voices: Testing the backup signal hypothesis,2016, Evolutionary Psychology
 Speakerdiarization with lstm,2018, In 2018 IEEE International Conference on Acoustics
 Perceptions of human attrac-tiveness comprising face and voice cues,2013, Archives of sexual behavior
 A discriminative feature learning approachfor deep face recognition,2016, In European conference on computer vision
 Disjoint mappingnetwork for cross-modal matching of voices and faces,2018, 2018
 A light cnn for deep face representation with noisylabels,2018, IEEE Transactions on Information Forensics and Security
 Joint face detection and alignment usingmultitask cascaded convolutional networks,2016, IEEE Signal Processing Letters
