title,year,conference
 Deep learning with differential privacy,2016, In Proceedings of the 2016 ACM SIGSACConference on Computer and Communications Security
 Adaptively preconditioned stochastic gradient langevin dynam-ics,2019, arXiv preprint arXiv:1906
 Deeprelaxation: partial differential equations for optimizing deep neural networks,2018, Research in theMathematical Sciences
 A convergenceanalysis for a class of practical variance-reduction stochastic gradient mcmc,2019, Science ChinaInformation Sciences
 Gaussian differential privacy,2019, arXiv preprintarXiv:1905
 The algorithmic foundations of differential privacy,2014, Foundationsand Trends in Theoretical Computer Science
 Couplings and quantitative contractionrates for langevin dynamics,2019, The Annals of Probability
 Scaffold: Stochastic controlled averaging for federated learning,2019, arXivpreprint arXiv:1910
 Federated optimization: Distributed opti-mization beyond the datacenter,2015, arXiv preprint arXiv:1511
 On connecting stochastic gradient mcmc anddifferential privacy,2019, In The 22nd International Conference on Artificial Intelligence and Statistics
 On generalization error bounds of noisy gradient methodsfor non-convex learning,2019, arXiv preprint arXiv:1902
 On the convergence offedavg on non-iid data,2019, arXiv preprint arXiv:1907
 Communication-efficient distributed optimization usingan approximate newton-type method,2014, In International conference on machine learning
 Federated learning inmedicine: facilitating multi-institutional collaborations without sharing patient data,2020, Scientificreports
 A bayesian perspective on generalization and stochastic gradientdescent,2017, arXiv preprint arXiv:1710
 Differentially private empirical risk minimization withnon-convex loss functions,2019, In International Conference on Machine Learning
 Fedpd: A federated learningframework with optimal rates and adaptivity to non-iid data,2020, arXiv preprint arXiv:2005
1	An Contraction and Coupling Rate Analysis on ConvergenceThe Fokker-Plank equation of the SDE,2019, (39
