title,year,conference
 Bayesian optimization of combinatorial structures,2018, In InternationalConference on Machine Learning (ICLR)
 Once-for-all: Train one network and specialize itfor efficient deployment,2020, In International Conference on Learning Representations (ICLR)
 Xgboost: A scalable tree boosting system,2016, In Proceedings of the 22nd acmsigkdd international conference on knowledge discovery and data mining
 A downsampled variant of imagenet as an alternative tothe cifar datasets,2017, arXiv preprint arXiv:1707
 Peephole: Predicting network performance before training,2017, arXivpreprint arXiv:1712
 Nas-bench-102: Extending the scope of reproducible neural architecturesearch,2020, In International Conference on Learning Representations (ICLR)
 Ngboost: Naturalgradient boosting for probabilistic prediction,2020, In Proceedings of Machine Learning and Systems2020
 Benchmarking graph neuralnetworks,2020, arXiv preprint arXiv:2003
 Efficient benchmarking of hyperpa-rameter optimizers via surrogates,2015, In B
 Efficient multi-objective neural architecture search via lamar-ckian evolution,2019, In International Conference on Learning Representations
 A fair comparison of graph neural networks forgraph classification,2020, In International Conference on Learning Representations
 BOHB: Robust and efficient hyperparameter optimization atscale,2018, In Proceedings of the 35th International Conference on Machine Learning
 Fast graph representation learning with PyTorch Geometric,2019, In ICLRWorkshop on Representation Learning on Graphs and Manifolds
 A variational-sequential graph autoen-coder for neural architecture performance prediction,2019, ArXiv
 Deep Residual Learning for Image Recognition,2016, In ComputerVision and Pattern Recognition (CVPR)
 Open graphbenchmark: Datasets for machine learning on graphs,2020, arXiv preprint arXiv:2005
 Nonparametric multivariate density estimation: a comparativestudy,1994, IEEE Transactions on Signal Processing
 Tapas:Train-less accuracy predictor for architecture search,2019, In Proceedings of the AAAI Conference onArtificial Intelligence
 Lightgbm: A highlyefficient gradient boosting decision tree,2017, In I
 Semi-supervised classification with graph convolutional networks,2017, InInternational Conference on Learning Representations (ICLR)
 Learning curve prediction with Bayesianneural networks,2017, In Proceedings of the International Conference on Learning Representations(ICLR’17)
 Nas-bench-nlp: Neural architecture search benchmark for natural language processing,2020, arXiv preprintarXiv:2006
 Learning multiple layers of features from tiny images,2009, Technical report
 Simple and scalable predictive uncertainty esti-mation using deep ensembles,2017, In Advances in neural information processing systems
 Fractalnet: Ultra-deep neural networks without resid-uals,2017, In International Conference on Learning Representations (ICLR)
 Best practices for scientific research on neural architecture search,2019, arXivpreprint arXiv:1909
 Auto-deeplab: Hierar-chical neural architecture search for semantic image segmentation,2019, In Proceedings of the IEEEConference on computer vision and pattern recognition
 DARTS: Differentiable architecture search,2019, In InternationalConference on Learning Representations
 Sgdr: Stochastic gradient descent with warm restarts,2017, In InternationalConference on Learning Representations (ICLR) 2017 Conference Track
 Neural architecture search with gbdt,2020, arXivpreprint arXiv:2007
 A comparison of three methods for selectingvalues of input variables in the analysis of output from a computer code,2000, Technometrics
 A generic graph-based neural architectureencoding scheme for predictor-based nas,2020, arXiv preprint arXiv:2004
 Combinatorial bayesian optimization using thegraph cartesian product,2019, In Advances in Neural Information Processing Systems
 Autodispnet: Improving disparity estimationwith automl,2019, In IEEE International Conference on Computer Vision (ICCV)
 Multi-objective neural architecture search viapredictive network performance optimization,2019, arXiv preprint arXiv:1911
 Understanding architectures learnt by cell-based neural architecturesearch,2020, In International Conference on Learning Representations (ICLR)
 Going deeper with convolutions,2015, In Computer Vision and Pattern Recognition (CVPR)
 Neural predictor for neural archi-tecture search,2019, arXiv preprint arXiv:1912
 Bananas: Bayesian optimization with neural architecturesfor neural architecture search,2019, arXiv preprint arXiv:1910
 A study on encodings for neural architecturesearch,2020, arXiv preprint arXiv:2007
 Local search is state of the art for nas benchmarks,2020, arXiv preprintarXiv:2005
 A comprehensive survey on graph neuralnetworks,2019, arXiv preprint arXiv:1901
 Nas evaluation is frustratingly hard,2019, arXiv preprintarXiv:1912
 NAS-bench-101: Towardsreproducible neural architecture search,2019, In Kamalika Chaudhuri and Ruslan Salakhutdinov (eds
 Understanding and robustify-ing differentiable architecture search,2020, In International Conference on Learning Representations
 Nas-bench-1shot1: Benchmarking and dissecting one-shot neuralarchitecture search,2020, In International Conference on Learning Representations
 Graph neural networks: Areview of methods and applications,2018, arXiv preprint arXiv:1812
 Neural architecture search with reinforcement learning,2017, In InternationalConference on Learning Representations (ICLR) 2017 Conference Track
 The groundtruth ofarchitectures with only parameter-free operations is displayed as scatter plot,2021, Out of the two models
