title,year,conference
 Paul wavelet-based algorithmfor optical phase distribution evaluation,2002, Optics communications
 Joint time-frequency scattering for audioclassification,2015, In Machine Learning for Signal Processing (MLSP)
 Image analysis with two-dimensional continuous wavelet transform,1993, Signal processing
 Robust unsupervised transient detection with invariantrepresentation based on the scattering network,2016, arXiv preprint arXiv:1611
 Scattering decomposition for massive signal classification:from theory to fast algorithm and implementation with validation on international bioacousticbenchmark,2015, In Data Mining Workshop (ICDMW)
 A correlation-dependent model for denoising via nonorthogonal wavelet trans-forms,1998, 1998
 Random forests,2001, Machine learning
 Classification with scattering operators,2011, In Computer Vision andPattern Recognition (CVPR)
 Best basis selection using sparsity driven multi-family wavelet transform,2016, In 2016 IEEE Global Conference on Signal and Information Processing(GlobalSIP)
 Minimum description length penalizationfor group and multi-task sparse learning,2011, J
 Cycle-octave and related transforms in seis-mic signal analysis,1984, Geoexploration
 On denoising and best signalrepresentation,1999, IEEE transactions on information theory
 Sparse convolu-tional neural networks,2015, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 Operateurs Convolutionnels dans le plan temps-frequence,2017, PhD thesis
 Wavelet scattering on the pitch spiral,2016, arXiv preprintarXiv:1601
 Group invariant scattering,2012, Communications on Pure and Applied Mathematics
 Understanding deep convolutional networks,2016, Phil
 Matching pursuits with time-frequency dictionaries,1993, SignalProcessing
 Exploring sparsity in recurrentneural networks,2017, arXiv preprint arXiv:1704
 A practical guide to wavelet analysis,1998, Bulletin of theAmerican Meteorological society
 Auditory-motivatedgammatone wavelet transform,2014, Signal Processing
 Information quality ratio as a novelmetric for mother wavelet selection,2017, Chemometrics and Intelligent Laboratory Systems
